id,max_zT,T_for_(max_zT),max_power_density,I_for_(max_power_density),max_efficiency,I_for_(max_efficiency),num_Seebeck_samples,num_elec_resi_samples,num_thrm_cond_samples
142,2.0318275047427483,697.8834550155016,14.046977729728791,3.0031490137034984,13.166344032880048,2.39639957370261,18,18,18
143,0.5510987302932702,709.5065191919191,3.370279880708435,1.7402960618201284,3.25776292791536,1.6617118045315313,9,9,9
144,0.49107953633940093,720.765,3.060521619390751,1.760138328011965,2.7337963285253126,1.6929413471657955,9,9,9
145,0.7685239503209319,715.8211330333033,3.7932407632857896,1.3683935972682795,6.880773700192772,1.2303233751957154,41,41,42
146,1.4860897567964997,619.2543711171118,7.979691823598131,2.621665818970189,9.316299677059984,2.25157998593926,38,37,37
147,0.9201675751919867,611.971,2.4086025345969646,0.6333929488671316,6.452416712738442,0.5684769089178149,17,17,17
148,1.2693903706605931,769.97,17.324326832441397,5.82547208634655,9.69010459270454,5.147146757741903,11,11,11
149,1.8675960876305966,675.3352805280529,6.646278079124415,1.6966326290898506,13.390431194609869,1.3581370190973883,20,20,19
150,0.8277106713480866,632.3656654965496,9.09161112833091,2.755271772268029,9.787000468434746,2.4056359024651788,9,9,9
151,2.2916320935274106,1089.021,6.2644900882456085,0.9481728920109516,5.91852826790061,0.8621131282904186,18,18,18
152,2.0794963135229567,727.1525661566156,13.034528518562746,2.8608762770223404,11.56960776128009,2.427964716872431,15,15,15
153,1.0314889346271994,650.235,1.4069517086803864,0.6044796302843221,6.204071678642809,0.5419054042446797,9,9,8
154,0.45261454658180217,560.8053232323232,1.0502121789477394,0.311910874722947,4.52548365782279,0.288142194311066,13,13,6
155,0.9378778613351271,739.9761405140514,4.718554762058322,-0.8589503276856921,8.477981508190863,-0.7669916682228014,10,10,10
156,1.1175072611631796,510.32433063306325,2.1054952344654514,-1.1308527458150817,7.949838406164393,-0.9826148299945664,10,10,11
157,1.5087891935067088,599.9950727072708,2.6264852533550176,0.706379444831233,10.775485453532832,0.5761567080787323,8,8,8
159,0.9553713652318445,611.647,1.3503696399996157,0.3250389491605971,7.935826670514697,0.28430951396151805,14,14,8
160,0.9656339815119508,704.2959367936794,6.481153367707725,3.0493075249463577,7.508484939590397,2.747024476354373,10,10,10
161,1.1506801070776767,566.798,2.0233286207824084,0.7707036415509294,7.9662050747315565,0.6603923080724338,4,4,4
162,0.8947074370504748,614.0735272527252,0.5687059609617703,0.3965215701377111,2.1341557292776785,0.38517920190056415,13,13,13
163,0.7204177950916995,765.1503115311531,1.879587603732555,-0.5775869301221432,4.907899445925077,-0.5445045226338393,11,11,11
164,1.3592504757708708,589.4895735573557,2.3466813337174517,0.7825771054341912,9.067756371847317,0.6613118081719134,11,11,11
165,1.054913893379285,559.065786878688,2.230283297562424,-0.8081653934735312,9.642530850075994,-0.7140637900802029,18,15,15
166,1.8956733255022735,665.1623522352235,2.679163625540302,0.5860134088138106,13.394594809460678,0.4596473478455446,8,8,8
167,1.4730880379953402,660.9307374737473,1.6934853546861193,0.32259336968184665,8.510834789823212,0.2774248890195226,21,21,11
168,1.6862206241924076,484.26508220822086,6.045172761609747,1.1518409572013324,13.332662980114868,0.9271769970432168,19,19,5
169,0.11430913268333291,656.093,0.9540007535885848,0.34816672264279075,0.8892829162479446,0.3433051521619958,8,8,8
170,0.7881655725375982,819.3538243824382,12.673566715941574,-1.9796798424973947,8.248504377780112,-1.7908784386624481,12,12,12
171,0.19769061255201298,736.6759438943894,6.816112258076742,-0.8078897058133606,2.778481493220656,-0.782313817939661,12,12,12
172,1.5585498416248966,599.1214490449045,12.77694125226857,-2.432304340131857,14.415156021008746,-2.0438164156814853,6,6,6
173,0.17524114676167965,832.4769762976298,4.430309601690851,1.7226507852289195,1.9537895190901426,1.6862117611701208,22,22,7
174,2.733533805065725,667.7619302930293,18.734832345189545,-3.8666198930946476,12.863052025776705,-3.158676538235374,19,22,16
175,0.5321620190146416,764.172492649265,3.1360810401276793,-1.3401087529500892,2.254413912200669,-1.261756633867239,27,15,6
176,1.5656003725459404,720.4174582958296,22.599534751677368,-5.652875119152131,12.164087036805334,-4.772646042127528,10,10,10
177,0.08874742502994343,539.1555544554456,1.3386203367897942,-0.17204387153037065,1.3474782062170694,-0.16918100930163885,9,9,9
178,1.15078619132337,781.3101449144914,17.467356544253427,-3.5231879590869877,9.939025198614686,-3.13825077399283,24,26,23
179,0.2350292283948346,853.115,2.487795155837679,0.3302327306313198,1.4644462197634456,0.3240882036298006,26,21,24
181,1.8035517795482294,575.4022821282128,16.762660940201748,-2.711809774636286,10.941080208665603,-2.3821017364803883,11,8,17
183,1.03183980446964,852.8184646464646,20.34774443595999,-4.258622391803728,7.054261472287513,-3.905731472845685,7,7,7
184,0.3606585270130459,819.6253513351335,11.990788558357886,-1.9392228422382696,3.5218397620893973,-1.8659752945871177,7,7,7
185,0.7082339683190055,842.1757528752875,15.349643663051214,-3.8561111514296105,5.610344547970735,-3.6058278644643837,7,7,7
186,0.8526702800002776,812.044805080508,7.9128289038901665,-1.5269993077703137,4.38502924396158,-1.434946479576377,17,17,17
187,1.5878357440939732,782.2803476347635,28.38179451120775,-5.934491991573077,13.798303353409786,-4.979890055555313,21,21,21
188,1.096138235249407,709.6253260326032,16.21120146682257,-3.399917289063269,10.426343273161933,-2.9530738597672612,12,12,6
189,0.8150435580831007,780.3723561356135,9.784443290645887,-2.3456301521290577,6.395556703451501,-2.1531079226770693,18,10,8
190,1.3357945197136116,776.455195519552,18.485614004936696,-4.628927972932383,9.816978140350074,-4.028468206910861,11,11,11
191,1.5246254088410391,450.2815121512151,2.142410311308656,1.2936316944040125,7.150368151160048,1.0588947268103013,9,9,9
192,0.03461846262943629,443.98009080908093,0.20909612116874887,0.03793649017843077,0.3006054639374164,0.03781463080711236,16,16,12
193,0.3679350031205217,672.775,2.963181740973093,0.5921505753866454,3.539115506349202,0.562609846933435,14,15,12
194,1.1429093044994199,1061.5733878787878,29.90954294884017,3.8166198494603125,11.20437566894035,3.394512755317841,12,12,12
195,0.3012472510903005,282.05868286828684,0.8303707938302306,0.5394255123410725,2.423096300701435,0.5183920374407787,15,13,14
196,1.482141176348556,1139.4638121812181,43.71244781060866,-4.850871806521211,13.875749035469006,-4.152046352998168,12,12,12
