id,Seebeck_RMAE,dSeebeck_dT_RMAE,elec_resi_RMAE,thrm_cond_RMAE,Seebeck_RL2E,dSeebeck_dT_RL2E,elec_resi_RL2E,thrm_cond_RL2E,Seebeck_RL1E,dSeebeck_dT_RL1E,elec_resi_RL1E,thrm_cond_RL1E
110,0.0762301880357061,8.456852946538536,0.03506834748870721,0.06014692393565961,0.047693476468909785,1.8205581137116207,0.02384842316960833,0.04042858689636752,0.041775541083616176,1.0730022519058635,0.021291886965840567,0.035527850562407544
111,0.05356829241704556,2.089026598990149,0.046311033036786825,0.06524071038791673,0.04117582983172286,0.7671403849470066,0.029728121358051796,0.03639084279086171,0.037921752141812815,0.5753158134188862,0.02571370723274773,0.028592698393903677
112,0.05903322466400376,3.1550325723722503,0.03865091434984085,0.061245368946769414,0.043846801183104994,0.7872626075151131,0.026174301096475075,0.03759886075472819,0.03953292608110441,0.5794222149019708,0.023556756006422368,0.03295506764408557
113,0.13657256425694025,1.119349330117161,0.05996880297184924,0.07612650079535808,0.0626374220651938,0.9361976073009679,0.04172721576401649,0.04072800338404587,0.04998120463192952,0.9212504114337955,0.03469550189498955,0.03297681864927848
115,0.05057014723636676,4.4662224484346575,0.08555438577622615,0.07673010279254774,0.029021768333823805,0.7567635584443863,0.04264908116355743,0.04899303155763503,0.025745990409520574,0.544826296550315,0.033814472835874465,0.03823302550624766
116,0.039736509735954974,0.5913170213066445,0.06586697434207607,0.05442917746885342,0.03281164240672153,0.1727762907230451,0.03716560504509684,0.042244577029583924,0.029989061808009684,0.16790847670273462,0.02952291896282908,0.038134769579296
117,0.0719496541904669,5.891865795019108,0.08647075771047047,0.056052990449331125,0.04723867591936679,1.1114016801149713,0.049970169275743506,0.040095629508979415,0.043371688822182876,0.8390667584666659,0.04367784218178607,0.03537060298843231
118,0.09974507352645658,7.693763916009371,0.06528084164193233,0.08057374285483496,0.04424910744347452,2.597384719590779,0.04147455471251782,0.04192958195619129,0.03668012008764931,2.732307357379056,0.03529225469593724,0.034738797171878305
119,0.08424808306587168,6.183152173977671,0.052743026597558945,0.07855183094573666,0.05254365030166596,1.719540093800331,0.040918485221147285,0.039719371516285476,0.044876334131971556,1.1764205315539211,0.03710664389615278,0.03182558001925071
120,0.04922350402917534,2.127863174691685,0.0758918285492448,0.06405992428762361,0.03550379829685588,0.7302666135547694,0.053400867325586666,0.03153346166023161,0.031249356055149387,0.5786530856494803,0.045410443202165876,0.02589412328736017
121,0.05891668597324018,4.811806196508314,0.054813667667956284,0.0616782803896007,0.04268693905138748,1.3535901961062486,0.029756043821135548,0.03368772853141002,0.03842328025315412,0.9649753107302136,0.025815359796684274,0.02759045325422605
122,0.034205939223077506,2.5062292963631054,0.05712508044853859,0.060480705982013834,0.02568705244367832,0.46848233093565295,0.045240439162242616,0.04755258000884423,0.022995234019307222,0.361697631974813,0.03550146360197844,0.04236634796949863
123,0.0810063390190146,7.339984604464656,0.08486553624033925,0.06503517974763964,0.04477395223913718,1.3075661810484507,0.0495237878149774,0.03442875908315899,0.03647447797299099,0.9173520994144523,0.04080075225378745,0.03060999691776832
124,0.08600213025175948,6.329265069934038,0.06534604698502976,0.06010932414856117,0.047741769253786474,1.8191386085457208,0.04358615462030152,0.03968907327399842,0.041725887957742736,1.6191182313844183,0.03771615294444953,0.03463395640126783
125,0.07874247918886354,3.471720054716529,0.06977303756572345,0.036893144438095105,0.04625289638207547,0.9604413622665258,0.0507375019952257,0.030682951807929525,0.0388766915456196,0.7703592646511113,0.0438574931816189,0.027577538953092433
126,0.052579599332984804,7.92171985819321,0.06806641507051672,0.06386143337894366,0.04191468452802725,1.144002151155524,0.03607156244745023,0.03533663861398046,0.03682721550244349,0.645286790321751,0.030210243515129506,0.02913124422734169
127,0.05648232785258169,6.82150915741582,0.06837713016957037,0.07249060064432387,0.03526685108645413,2.093811198707447,0.03879605338968783,0.04135679105439605,0.030620011657676454,1.5824184449457392,0.032476809920517345,0.035210272371233864
128,0.07441337657121104,4.398002914798668,0.06195010969887515,0.07240528149496338,0.04743151247326405,0.9969918107380068,0.03927459655942461,0.04664345897275323,0.03631266895761624,0.6428068312905884,0.03160076996539588,0.037961855248084084
