id,max_zT,T_for_(max_zT),max_power_density,I_for_(max_power_density),max_efficiency,I_for_(max_efficiency),num_Seebeck_samples,num_elec_resi_samples,num_thrm_cond_samples
1,1.6892075595499605,754.7709846984699,17.876534530585353,2.8948588830415045,13.739737797778009,2.5628530941012824,22,22,19
2,2.3610988443668703,915.035,23.187858230291866,3.516996166300424,15.86369313156287,2.9631060974551007,18,18,14
4,1.4529246087857792,1199.78,108.8071845094812,12.705584933357493,15.298995585639116,11.139318671065622,19,19,19
5,2.3067755347581462,712.4982851485148,12.452348910053377,4.220354114037446,12.550642846086243,3.4590496356887255,37,34,41
6,2.125857218115038,997.478,5.529890218067087,1.1375432009554565,10.529960629364728,1.0013791918193704,15,15,15
7,1.461482944386117,764.354,9.455674048533702,1.5193158186466538,10.643360669493418,1.328429078650142,33,32,12
8,2.004454214571591,772.005,14.750933076655087,-2.2721624337353425,14.206296315292402,-1.9068814716422016,52,47,10
9,1.2696828403329168,377.4838618861886,2.6814309030941144,1.4474752955830168,8.380210039027812,1.1886419480384196,17,17,5
10,1.7297386257479042,804.1505365536553,19.520431135073107,3.3157295441884864,13.858397066087658,2.869740886571276,14,14,14
11,1.3330790520762479,754.2064830483048,15.700238071826398,-3.239911858863094,11.07796355015333,-2.9085645921172474,26,26,14
12,1.8489873044095788,324.01379497949796,2.0420321039242313,0.9709044504455908,9.158923504468824,0.7798012246118127,8,8,8
13,1.0822953935145012,582.1463236323632,5.30935499931372,1.6153879694572233,8.39201509370571,1.436140916340016,20,14,8
14,1.0578276980923158,397.6544838283828,3.3219818177706375,-1.6509055414874554,8.528577198433016,-1.3838994249495504,10,10,10
15,1.3347106673165956,660.899,14.626496197381279,-4.0594733991049194,10.948718130394127,-3.4356243904388433,22,42,19
16,1.091741213937598,472.0888937893789,3.97469624087559,-1.9078488920949646,8.905914108505932,-1.6002436453671118,11,11,11
17,1.780804538983317,825.7348514851485,16.99061779039931,3.6892172288927987,12.65765881489917,3.193048162976174,23,23,23
18,1.5523886696272737,750.0,12.899492938185167,3.014645346823133,10.406008869164417,2.677621564454536,19,19,19
19,1.4351234921104052,375.27446224622463,3.799223264330437,1.591322794512969,9.908870874393006,1.3059634580111075,10,10,10
20,1.4590011976877661,691.316,0.23259680209402758,-0.03583285544605183,0.7242615239214221,-0.035397546027887715,9,9,9
23,1.9369491244893706,758.673,10.798407553448346,2.4113528978182877,11.633025156863884,2.099921840566687,10,10,10
25,1.098419928191255,931.241,7.2691125371731875,1.401442285145628,7.442332211850576,1.3052204878840565,26,26,26
26,1.0195564196953952,928.402,6.255763002063901,1.0947734447010506,8.161028443354134,1.0086087372380421,26,26,26
27,2.6607707667178433,922.769685868587,2.495723026027174,0.15496811345904457,7.058969696447018,0.14353126301808758,15,15,15
28,2.0281557601721842,757.6621828182817,12.026930584494679,1.8780325965488305,16.17506844474598,1.591451466640067,11,11,11
31,0.8523557356364708,504.167,1.2214528841248358,-0.7599544870314835,5.993859113487975,-0.65574100265729,9,9,9
32,0.8589887803980822,412.23585918591857,1.4898657036902139,0.781699460295095,6.45750450601825,0.6769021452156385,10,10,10
33,0.7447099152550062,463.3792948294829,1.6642822417751377,-1.0987039785288297,5.888007671505155,-0.9582972098927324,5,5,5
34,1.8315769286598642,329.29000036003595,2.5469807145661547,1.112660577734178,10.134350547651684,0.8967076794057088,7,7,7
35,0.5310317402646406,511.756,0.18710578372554112,-0.1564841171241721,3.0443133305831367,-0.14544052480920122,6,6,6
36,1.409505874059112,380.9524360436044,0.7462171139134235,0.6249683405651618,5.577852342845271,0.4996739880262119,6,6,6
37,1.2287194387470581,339.94664546454646,2.17227263774354,0.970787558523673,7.602357747942731,0.8258220146736472,21,21,21
38,1.1958391983013683,371.39367416741675,3.9580925829257585,-1.7518538897091973,8.963760094528652,-1.4699484679970591,17,17,6
39,1.4639188316348868,323.4797401740174,1.0073735491069162,0.6235746796070466,6.77324856203238,0.503374038691289,5,5,5
40,0.8035129475997251,399.65786738673864,1.6561145542072768,-1.2531343987118484,6.169599159849795,-1.0822513240252227,6,6,6
41,0.7625225445551655,470.6374854485448,0.48401172411480686,-0.4334117298002298,4.128386284989329,-0.39002520065169943,8,8,8
42,1.0072160077337757,450.1595729572957,1.7859512442728078,-1.2359091132523528,7.365287876157413,-1.046663833090184,11,21,21
43,1.1790285535985943,373.1636084608461,3.0859743957857715,1.2002748569668398,8.218924050186287,1.0287390976002633,6,6,6
44,1.2236965177255128,362.69399639963996,2.5006414818690397,1.1974056300457423,7.974436960766429,0.9982876500486152,6,6,6
45,0.24261989332235484,402.4992280228023,0.48014387465483005,-0.4713280077820553,2.1108706085993356,-0.4482949822199253,9,9,9
46,1.0481203814509443,396.9055690469047,3.277697956150605,-1.468617092056721,8.231120628694413,-1.2506021304505326,10,10,10
47,0.8958022493224125,423.70827122712274,2.32565134905186,-1.6132865729947006,6.757051803218929,-1.3785310789543994,5,5,5
48,0.6034807930182247,431.80423762376233,1.3332437232532353,-0.7665633162048356,5.142810190340076,-0.6819122238979416,5,5,5
49,1.1786124225650536,470.73737533753376,2.8016965920537635,-1.9160129184692298,8.100886882231142,-1.5809492233453415,5,5,5
50,1.17667895025115,458.8578793879388,2.7669950927559803,-1.9030205096731037,8.096906412280266,-1.5680398365234816,5,5,5
51,0.897916176935331,437.63562266226626,2.374602816396015,-1.6453074696420589,6.823412349975301,-1.4040238941862637,5,5,5
52,0.45242209754589685,372.9133859585958,0.4908232548769156,-0.5616225712324914,2.91788684158769,-0.5112833129901587,6,6,6
53,0.9054245321037397,414.2062683268326,2.9251738945079144,-1.4383977690156888,7.713533484937135,-1.2247652866580592,10,10,10
54,0.7047618197691693,461.23120222022203,0.8731617580235236,-0.4677825849681788,5.339307903052731,-0.409774849004871,6,6,6
55,1.0917327394013066,321.6707199719972,2.080803471173007,1.156369455784075,7.238031211924207,0.9770259485365443,6,6,6
56,0.9580357239846016,321.028705610561,7.306798722260271,-2.9123952298306883,11.916839324041192,-2.635449706500266,11,11,11
57,1.0471715869539462,337.772,6.4406314071206685,3.5059888172602576,10.394695954177804,3.2087184525078234,13,10,13
